Timestamp,member_id,member_type,load,generation
2025-07-04 00:00:00,0,residential,1.1832100755143684,0.0
2025-07-04 00:00:00,1,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,2,residential,1.5776134340191574,0.0
2025-07-04 00:00:00,3,residential,1.5776134340191574,0.0
2025-07-04 00:00:00,4,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,5,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,6,residential,1.3804117547667627,0.0
2025-07-04 00:00:00,7,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,8,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,9,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,10,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,11,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,12,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,13,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,14,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,15,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,16,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,17,residential,1.774815113271552,0.0
2025-07-04 00:00:00,18,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,19,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,20,residential,1.183210075514368,0.0
2025-07-04 00:00:00,21,residential,7.713745088100099,0.0
2025-07-04 00:00:00,22,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,23,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,24,residential,1.380411754766763,0.0
2025-07-04 00:00:00,25,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,26,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,27,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,28,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,29,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,30,residential,1.7748151132715526,0.0
2025-07-04 00:00:00,31,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,32,residential,1.5776134340191574,0.0
2025-07-04 00:00:00,33,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,34,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,35,residential,1.7748151132715526,0.0
2025-07-04 00:00:00,36,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,37,residential,1.5776134340191574,0.0
2025-07-04 00:00:00,38,residential,1.774815113271552,0.0
2025-07-04 00:00:00,39,residential,1.380411754766763,0.0
2025-07-04 00:00:00,40,residential,1.774815113271552,0.0
2025-07-04 00:00:00,41,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,42,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,43,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,44,residential,1.380411754766763,0.0
2025-07-04 00:00:00,45,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,46,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,47,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,48,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,49,residential,1.380411754766763,0.0
2025-07-04 00:00:00,50,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,51,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,52,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,53,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,54,residential,1.183210075514368,0.0
2025-07-04 00:00:00,55,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,56,residential,1.774815113271552,0.0
2025-07-04 00:00:00,57,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,58,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,59,residential,1.1832100755143684,0.0
2025-07-04 00:00:00,60,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,61,residential,1.7748151132715526,0.0
2025-07-04 00:00:00,62,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,63,residential,1.774815113271552,0.0
2025-07-04 00:00:00,64,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,65,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,66,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,67,residential,1.774815113271552,0.0
2025-07-04 00:00:00,68,residential,1.5776134340191579,0.0
2025-07-04 00:00:00,69,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,70,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,71,residential,1.380411754766763,0.0
2025-07-04 00:00:00,72,residential,1.380411754766763,0.0
2025-07-04 00:00:00,73,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,74,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,75,residential,1.380411754766763,0.0
2025-07-04 00:00:00,76,residential,1.380411754766763,0.0
2025-07-04 00:00:00,77,residential,1.183210075514368,0.0
2025-07-04 00:00:00,78,residential,1.183210075514368,0.0
2025-07-04 00:00:00,79,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,80,residential,1.380411754766763,0.0
2025-07-04 00:00:00,81,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,82,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,83,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,84,residential,1.5776134340191577,0.0
2025-07-04 00:00:00,85,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,86,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,87,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,88,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,89,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,90,residential,1.380411754766763,0.0
2025-07-04 00:00:00,91,residential,1.380411754766763,0.0
2025-07-04 00:00:00,92,residential,1.7748151132715524,0.0
2025-07-04 00:00:00,93,residential,1.380411754766763,0.0
2025-07-04 00:00:00,94,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,95,residential,1.1832100755143682,0.0
2025-07-04 00:00:00,96,residential,1.380411754766763,0.0
2025-07-04 00:00:00,97,residential,1.7748151132715522,0.0
2025-07-04 00:00:00,98,residential,1.774815113271552,0.0
2025-07-04 00:00:00,99,residential,1.3804117547667631,0.0
2025-07-04 00:00:00,100,residential,1.319279234198521,0.0
2025-07-04 00:00:00,101,residential,1.453376376090149,0.0
2025-07-04 00:00:00,102,residential,1.6426899881724482,0.0
2025-07-04 00:00:00,103,residential,1.3311113349536643,0.0
2025-07-04 00:00:00,104,residential,1.7373467942135974,0.0
2025-07-04 00:00:00,105,residential,1.1989862098545598,0.76968912
2025-07-04 00:00:00,106,residential,1.0353088160750723,1.03530882
2025-07-04 00:00:00,107,residential,1.0944693198507907,1.09446932
2025-07-04 00:00:00,108,residential,1.9187723391258005,0.0
2025-07-04 00:00:00,109,residential,1.680158307230403,0.0
2025-07-04 00:00:00,110,residential,1.4099920066546223,0.0
2025-07-04 00:00:00,111,residential,1.8181994827070793,0.0
2025-07-04 00:00:00,112,residential,1.0609450343778837,0.4801954
2025-07-04 00:00:00,113,residential,1.5795854508116818,0.0
2025-07-04 00:00:00,114,residential,1.4218241074097657,0.0
2025-07-04 00:00:00,115,residential,1.8063673819519352,0.0
2025-07-04 00:00:00,116,residential,1.455348392882673,0.0
2025-07-04 00:00:00,117,residential,1.5007047791107238,0.0
2025-07-04 00:00:00,118,residential,1.6545220889275918,0.0
2025-07-04 00:00:00,119,residential,1.6841023408154507,0.0
2025-07-04 00:00:00,120,commercial,19.910796215183456,0.0
2025-07-04 00:00:00,121,utility,1.6433473271032892,0.0
2025-07-04 01:00:00,0,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,1,residential,1.1178122557202086,0.0
2025-07-04 01:00:00,2,residential,1.490416340960278,0.0
2025-07-04 01:00:00,3,residential,1.4904163409602778,0.0
2025-07-04 01:00:00,4,residential,1.4904163409602778,0.0
2025-07-04 01:00:00,5,residential,1.6767183835803123,0.0
2025-07-04 01:00:00,6,residential,1.304114298340243,0.0
2025-07-04 01:00:00,7,residential,1.6767183835803128,0.0
2025-07-04 01:00:00,8,residential,2.265607272469202,0.0
2025-07-04 01:00:00,9,residential,1.490416340960278,0.0
2025-07-04 01:00:00,10,residential,1.3041142983402434,0.0
2025-07-04 01:00:00,11,residential,1.3041142983402434,0.0
2025-07-04 01:00:00,12,residential,1.490416340960278,0.0
2025-07-04 01:00:00,13,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,14,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,15,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,16,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,17,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,18,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,19,residential,1.6767183835803128,0.0
2025-07-04 01:00:00,20,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,21,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,22,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,23,residential,1.6767183835803128,0.0
2025-07-04 01:00:00,24,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,25,residential,1.490416340960278,0.0
2025-07-04 01:00:00,26,residential,1.490416340960278,0.0
2025-07-04 01:00:00,27,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,28,residential,1.490416340960278,0.0
2025-07-04 01:00:00,29,residential,1.3041142983402434,0.0
2025-07-04 01:00:00,30,residential,1.6767183835803128,0.0
2025-07-04 01:00:00,31,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,32,residential,1.4904163409602778,0.0
2025-07-04 01:00:00,33,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,34,residential,1.1178122557202086,0.0
2025-07-04 01:00:00,35,residential,1.6767183835803128,0.0
2025-07-04 01:00:00,36,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,37,residential,1.4904163409602778,0.0
2025-07-04 01:00:00,38,residential,1.6767183835803123,0.0
2025-07-04 01:00:00,39,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,40,residential,1.6767183835803123,0.0
2025-07-04 01:00:00,41,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,42,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,43,residential,1.3041142983402434,0.0
2025-07-04 01:00:00,44,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,45,residential,1.3041142983402434,0.0
2025-07-04 01:00:00,46,residential,1.1178122557202086,0.0
2025-07-04 01:00:00,47,residential,1.1178122557202086,0.0
2025-07-04 01:00:00,48,residential,1.3041142983402434,0.0
2025-07-04 01:00:00,49,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,50,residential,1.4904163409602782,0.0
2025-07-04 01:00:00,51,residential,1.6767183835803123,0.0
2025-07-04 01:00:00,52,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,53,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,54,residential,1.1178122557202081,0.0
2025-07-04 01:00:00,55,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,56,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,57,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,58,residential,1.490416340960278,0.0
2025-07-04 01:00:00,59,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,60,residential,1.6767183835803123,0.0
2025-07-04 01:00:00,61,residential,1.676718383580313,0.0
2025-07-04 01:00:00,62,residential,1.1178122557202084,0.0
2025-07-04 01:00:00,63,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,64,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,65,residential,1.6767183835803123,0.0
2025-07-04 01:00:00,66,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,67,residential,1.6767183835803123,0.0
2025-07-04 01:00:00,68,residential,1.490416340960278,0.0
2025-07-04 01:00:00,69,residential,1.490416340960278,0.0
2025-07-04 01:00:00,70,residential,1.6767183835803126,0.0
2025-07-04 01:00:00,71,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,72,residential,1.3041142983402432,0.0
2025-07-04 01:00:00,73,residential,1.3041142983402434,0.0
